timestamp,segment,rf_power_mean,rf_power_var,cmd_rate,cmd_invalid_ratio,mode_change_flag,bit_error_rate,link_status,attitude_error,thermal_drift,payload_data_integrity,anomaly_score,label
16,space,3.6990923818599892,1.1799689901133017,5,0.6754497085702935,0,0.023852172843576033,nominal,2.5862178911961213,0.553140001096033,0.40630100542978903,0.74402022500316,spoofing
17,space,0.9241074524822084,0.6176634412969153,3,0.0008774773318564383,0,0.009611905638239143,nominal,0.06886502400897032,0.038212704861115776,0.8236329655243313,0.2090211496092452,benign
18,space,11.69920419404205,5.448648674052005,5,0.2361972006366469,0,0.13219578248721311,nominal,2.5355207620587543,0.4137384878434452,0.2266373317057769,0.7205964841183381,uplink_jamming
19,space,1.3952969947120728,0.452155040426049,7,0.014429753678415088,0,0.0001083765148029836,nominal,0.13853391647615557,0.06334112206939584,0.9579236285589108,0.02736183091460711,benign
20,ground,1.9068332879394538,0.5809165790235049,8,0.032107880701029226,0,0.009686519439741349,lost,0.026912167198213904,0.05579765623074252,0.9183777477642568,0.10506547401009406,benign
21,ground,2.812775043651186,0.3888772195083583,2,0.46145559278685433,0,0.04625417540378944,degraded,1.5863845282238385,0.4891239851543142,0.17142725176911644,0.9211594769136762,spoofing
22,link,1.2008558610494706,0.509121567985119,4,0.0036442485938085476,0,0.0032268638827758368,degraded,0.05513818343193472,0.08051659914501663,0.9474201411686038,0.2745763025007319,benign
23,link,0.2735752704638196,0.6568012821828337,6,0.03784389339635996,1,0.0018812115972376131,nominal,1.3398833964896788,0.6831458765854354,0.5596370900124079,0.9196383337002451,ground_segment_compromise
24,ground,0.9460075178234707,0.8054202519784954,5,0.001813286277166658,0,0.009852860506655044,nominal,0.07578121540153482,0.053328590716063225,0.9452241688143697,0.22712436061273675,benign
25,space,1.4037778158027145,0.22628197689162854,6,0.07949129977633727,0,0.006717006844058567,nominal,0.08755179257604633,0.06943141901908711,0.8268030456901282,0.00863480289400169,benign
26,space,3.203113547946506,1.0148718187898214,5,0.18562853896632722,0,0.03432351398167541,nominal,2.606078216612551,0.485595070172548,0.4613506447892385,0.4397415867111195,spoofing
27,link,1.5613388423990107,0.21176084790080024,2,0.0076623981732946095,0,0.002401456187781931,nominal,0.05300601068363224,0.04874641805453656,0.9335115477042054,0.05169596136048895,benign
28,ground,1.4775711602506192,0.24394177435294884,5,0.026164934741284944,0,0.0003180468148516513,degraded,0.10612527491697596,0.08946921783205117,0.8313955365432388,0.11318578957262176,benign
29,space,1.0890642128805323,0.5071270919700912,5,0.007382141086812779,0,0.005365906459873325,nominal,0.06077440530933488,0.026604631323498204,0.8209738333064962,0.22122156182814573,benign
30,ground,0.17045420580617165,0.37068542315149466,6,0.05478776225807301,0,0.0011976213181925121,nominal,0.0805965405101293,0.03663196063393464,0.8726164592797271,0.19377517239948036,benign
31,ground,0.3007162130904294,0.6125938473381142,2,0.012573535170832326,0,0.0010178247262040375,lost,0.07274154003340781,-5.5190433244305115e-05,0.9964757233817213,0.033611670650415704,benign
32,ground,1.3423211007775842,0.38464573388633344,7,0.023318108262710746,0,0.0017088758739006583,degraded,0.1129861250860741,0.03191366749791183,0.8577261106480512,0.17437146642678367,benign
33,space,0.9257242974964752,0.4185079724729469,4,0.04919949781245852,0,0.0013441467693897425,nominal,0.17207843103289502,0.061541442543610804,0.9661238815575458,0.28950807319995375,benign
34,ground,0.8984773069785037,0.5976088158757499,3,0.00647375862882259,0,0.008418287767582721,lost,-0.010405327583693863,0.05721556849346857,0.9754401081626216,0.11773353222679062,benign
35,ground,1.1250952461238215,0.6611470599052237,14,0.21499920636291084,1,0.010795621238292662,degraded,0.8554693715335013,0.6432481917452506,0.19968947154749056,0.8383294820855809,unauthorized_command
36,ground,13.41164971867537,4.967669749074886,7,0.18537934682830454,0,0.13597262738860832,degraded,2.027577938209306,0.7505689209641973,0.32391638226770203,0.6918144891973648,uplink_jamming
37,space,1.6929516606455495,0.7017205899697672,5,0.029382163330209165,1,0.005427244433475962,degraded,0.23217857916992754,0.08564327237072158,0.9844998762354591,0.21217159029401958,benign
38,ground,1.295137309530894,0.8186373253278794,5,0.12667682169185443,0,0.009343670147690148,nominal,0.015376768514259037,0.08059100638921228,0.8109523277644063,0.10055917249377028,benign
39,space,0.894991650812453,0.31049204254281754,22,0.39591282957535484,0,0.01727036281225914,nominal,2.2358440525989205,0.3470235696827192,0.09930799045678429,0.420327496147957,unauthorized_command
40,space,0.4914039147273047,0.6033338617296246,2,0.14715780631395806,0,0.009610703174694552,nominal,0.10296092170072442,0.053961695215357104,0.8410279280964015,0.057206316199099966,benign
41,link,0.9278197940380287,0.16985285611028772,5,0.017431750579972472,0,0.007140591997898282,degraded,0.12568977067903056,0.04411266677963389,0.9053156933318588,0.2402249314458363,benign
42,link,1.6111016731039685,0.06513528718267059,6,0.3313000529654955,0,0.002538885640433043,degraded,1.8620952171990042,0.39424687485666576,0.19439403666407976,0.4521550089702096,ground_segment_compromise
43,space,6.6604416558632,6.764686934262719,5,0.04961213265759383,1,0.18390075666154626,nominal,2.4859113450863677,0.49690417493634265,0.4799131535683891,0.6551281026815401,uplink_jamming
44,link,0.6028487124182391,0.8241536046934549,7,0.09286171274565315,0,0.002180231074940865,degraded,0.09983245651705133,0.038772662818086834,0.8280037077320899,0.07910514079038493,benign
45,ground,1.1571018664752253,0.8330948888925154,4,0.007363219710073047,0,0.0017537127862344958,nominal,0.02828175164205772,0.061620440197319715,0.8778591228083954,0.08660812103120996,benign
46,space,1.2705009363018145,0.5265872370445381,5,0.07934568013952437,0,0.003966493730520543,degraded,0.0475585832959162,0.029081746622858035,0.9409851099377906,0.17948581748044637,benign
47,ground,0.10972165839475878,0.6264815478111042,4,0.10989549950045042,0,0.002721451372299627,degraded,0.153228433901335,0.05239211337774139,0.9464449772819122,0.2419683443584349,benign
48,link,12.7096903447465,6.028642630303066,5,0.18440042427248027,1,0.0577393709988065,nominal,2.6784283871094443,0.4640562725975098,0.4470387288721322,0.43292956878788497,uplink_jamming
49,ground,1.0480603884704918,0.4075449422589915,2,0.021920438819864135,0,0.0023000883728770305,degraded,0.10674923604098444,0.03698830316886287,0.9251782752874018,0.26579332447085613,benign
50,link,12.087091818573107,5.256161458433825,3,0.2623480563372442,1,0.05003562853638269,nominal,1.7223880004356191,0.419396968032943,0.20182227829705324,0.7135115149807139,uplink_jamming
51,space,2.799208133959266,0.5966648466897169,2,0.31457482151970506,1,0.021852324818239604,nominal,1.3963020841768128,0.48342769468533847,0.5274709845372988,0.9668392133748461,spoofing
52,space,0.5872075784912696,0.48058008651933537,4,0.023765545816210012,0,0.004015802364254874,lost,0.12342817466857613,0.06016379554984261,0.9259555845992307,0.06489720691096605,benign
53,link,1.0543344155336751,0.1582464721640841,5,0.10560074910820134,0,0.004911863408686266,nominal,0.1562839392184815,0.03790744442796541,0.9704387066694016,0.01062671052556352,benign
54,space,0.9845246760340327,0.4646105545011901,4,0.0657544414559895,0,0.00372688517012314,nominal,-0.0740404414380042,0.03259553515712977,0.9184815569319036,0.24740428977754475,benign
55,link,1.204706708934565,0.6275946540301546,3,0.01889153890040302,0,0.005212603121804149,nominal,0.0685241725975458,0.049167570134149706,0.9758142960456263,0.0015435512264144302,benign
56,space,1.278028323914428,0.5737346617745802,15,0.19184179202086682,1,0.01664268355915484,degraded,2.0232182740780744,0.5645484181141075,0.46790723709068616,0.46418838329617507,unauthorized_command
57,link,5.16325472330546,0.8946577918537483,8,0.25175418059138144,0,0.017179892936953337,nominal,1.6300628617683062,0.613660477170456,0.15150524981302932,0.40061768790738006,spoofing
58,link,0.7715163382112875,0.2103972199167512,5,0.027147236766915026,0,0.0016362382119166918,lost,0.13251005889793305,0.04801648272441234,0.8839454633852245,0.19155778429922565,benign
59,space,0.4417070978730765,0.2657313980538056,7,0.008127661712697305,0,0.00724422672614117,nominal,-0.024064749328260082,0.060276703861310926,0.9935022527227555,0.0556376624029963,benign
60,link,0.8715948457904832,0.5749955876679418,2,0.05022022482892312,0,0.004303058948994627,nominal,0.07769082833926103,0.01220918538108938,0.8023241079816201,0.021734066338367664,benign
61,link,1.450912400180845,0.7549354677129518,6,0.0013384026617621135,0,0.007570592676112233,lost,0.0955152186596237,0.07046282409374453,0.8165017068880843,0.24735421406905014,benign
62,ground,1.0457928693468814,0.8595373053699045,2,0.04276439990536682,1,0.00800586699109083,nominal,0.19059900620674358,0.057158514573835376,0.9741938247492171,0.21422607963972834,benign
63,link,2.0578778609583273,0.4589490740771827,16,0.18170160887560555,0,0.011060029051839169,nominal,2.8661076262428242,0.6075082821035963,0.28756735714577236,0.7694452131653458,unauthorized_command
64,link,1.2614177440177499,0.3852599992122842,7,0.05791267414358233,0,0.0065870777550087614,nominal,0.01657079630612053,0.040336270754012526,0.8691869985093926,0.11131162889538081,benign
65,link,1.7869933816450163,0.18763862772090567,7,0.41153165193222646,0,0.007252576604151365,degraded,2.3885080478786445,0.5323800127605945,0.29536671386882085,0.5483386446419063,ground_segment_compromise
66,ground,0.8542550105032549,0.8623384112238053,17,0.24649740276160764,1,0.0019052301590925258,nominal,2.7688057800370207,0.5433144769231909,0.2652146242697145,0.5985336177935032,unauthorized_command
67,link,0.850245430913896,0.9379500575618374,5,0.0944704986435036,0,0.009485833548514337,nominal,0.10869540208282524,0.07178873418720869,0.9079811679004425,0.010256329781747453,benign
68,space,0.9345420136151253,0.29300902709357346,2,0.24488634371773393,0,0.00933875017527905,nominal,3.044187352390364,0.4860410371844826,0.08379075285378774,0.41798415392360677,ground_segment_compromise
69,link,1.1382845762974638,0.3698572925309821,10,0.09663104020449127,0,0.004437502193045712,nominal,0.15935151527801902,0.08266863064602192,0.8213186060615982,0.1973535913809108,benign
70,link,0.426827303490656,0.43309849872865064,7,0.474320421460049,0,0.002886855955306381,nominal,1.5504191864989805,0.6338115216447682,0.33806335640907526,0.6282518225396786,ground_segment_compromise
71,space,1.7931869400795082,0.24137093527076842,8,0.023800869572743605,0,0.0007319592376844364,nominal,0.151128521600482,0.09879504812678547,0.9215810185586889,0.22946497846263847,benign
72,link,1.6593823078635972,0.5173718326323605,21,0.24935468400696886,0,0.008617241830760666,degraded,1.766592527105109,0.45726753174318285,0.3704110544477845,0.7138508347490709,unauthorized_command
73,space,6.1757936778302795,5.396838665848805,4,0.10541403721204683,1,0.1415500674966378,degraded,1.2035031332341655,0.5440474737960399,0.5777561251425478,0.6901273880319548,uplink_jamming
74,space,0.49911586071767267,0.5136942737057341,17,0.4167853054885078,0,5.16802968996477e-05,nominal,2.0882556380813724,0.5265403828348537,0.3339822347620303,0.5533869986855634,unauthorized_command
75,ground,1.514419147706406,0.613958762380754,3,0.058459997325242354,0,0.00766656135200406,degraded,0.005390787558816654,0.03599302385084093,0.927592158663194,0.07706515429371444,benign
76,space,8.714003553038243,4.196325432030269,4,0.7097056301870109,1,0.11422994223884222,nominal,2.281672731252512,0.38992207171633153,0.21299778349916237,0.44165430564765606,uplink_jamming
77,link,0.6443506876197311,0.5392335091157457,5,0.027033980568377032,0,0.002711474365001848,nominal,0.0024440762575571456,0.037421422176226155,0.916095001343335,0.026630218232330537,benign
78,space,1.0846804120180389,0.21725710061900394,7,0.2117221140039122,0,0.0009667644964671962,nominal,2.096024558245016,0.4690883535797499,0.07662809018114089,0.8956405781515171,ground_segment_compromise
79,link,2.7091939198559625,0.8776530741794367,5,0.3907095495111037,0,0.023666980075876833,nominal,0.7424807737324965,0.5028202711521927,0.3238395712559657,0.7767700316635815,spoofing
80,link,11.13688201251231,5.599594113281494,2,0.07463596679845427,0,0.09570187086470613,degraded,1.9874865206274281,0.5817766299200287,0.36375176265058645,0.8588858805417973,uplink_jamming
81,ground,1.2551395052660355,0.6995625436528056,3,0.06736134747313295,0,0.001217619111252748,lost,0.05152380552400105,0.06451533646326066,0.800066501224098,0.005306342883977166,benign
82,ground,9.082086228350853,4.311333245037057,4,0.31426625162327576,1,0.19922994757546508,nominal,1.8487651567559358,0.5160573981049864,0.48838216170361126,0.7691316629386065,uplink_jamming
83,link,1.0015230100767072,0.2266242603169158,4,0.0279908840223245,1,0.003677593508772896,nominal,0.14315501130853156,0.03407119637880841,0.8274219411457998,0.1605930394357775,benign
84,space,0.4027801209971501,0.6025687226158755,2,0.07448788310246822,0,0.0006461667984408615,degraded,0.0997519007979981,0.042208067862824154,0.9303421295821936,0.24320577839587987,benign
85,space,11.107666663563093,5.284889892572199,6,0.14990163340607265,0,0.19330020297558925,nominal,1.6971425384983307,0.6301741289398798,0.03999122433641398,0.7110448131671225,uplink_jamming
86,space,1.7807555983634265,0.6586112761314858,1,0.026972705388397595,0,0.008021305581275876,nominal,0.04616695327378352,0.014427383335803928,0.909923208743785,0.24916033692145195,benign
87,link,1.4980238429029082,0.34864098228610785,3,0.06409139799935529,0,0.006246635688542638,nominal,0.2082501172450542,0.037129635392397144,0.9959940658717701,0.18056447689089664,benign
88,ground,1.4639200640406185,0.28527419879957705,2,0.021634374451123695,0,0.00043735625879969485,nominal,0.07442747222248845,0.03479199851333388,0.9856635065697155,0.2027946826759066,benign
89,space,1.4302367441798727,0.3833845122862123,9,0.035345623280502204,0,0.00861369996363436,nominal,0.06743215531040855,0.07476566142867272,0.9465603089532502,0.1626711616475545,benign
90,ground,1.0106357883680308,0.8622750057329963,4,0.012398385489164486,0,0.008733229158608077,nominal,0.08954883713569874,0.032989590915814,0.9600141937398319,0.06121069038866965,benign
91,link,0.7426792253909265,0.27795532269808,1,0.09328095289579644,0,0.007837917844853973,nominal,0.0446845909385829,0.033656290667820096,0.9444141876405474,0.2658587341395223,benign
92,space,-0.04706031383188858,0.4167611994539719,5,0.003632234716957448,0,0.004023271246865559,nominal,0.08468232696143453,0.051311876913663575,0.8644216008458372,0.19094719531474622,benign
93,space,1.0407815174921828,0.7613114923528695,4,0.06487364182741676,0,0.0037346259614417345,degraded,0.1441107891233404,0.04873421757722073,0.8356504933809283,0.20577338131495912,benign
94,ground,2.1354326405177733,0.5712333754449685,7,0.3421461868918928,0,0.0016529411097017455,degraded,0.8881939845022346,0.5156378122918278,0.3787023875740238,0.42990521666976494,ground_segment_compromise
95,ground,1.1659858669767413,0.6800353973824933,5,0.5023728996493312,0,0.0015890816766935356,nominal,1.5537720803215482,0.41597185693428707,0.4556389574507782,0.669843905470324,payload_data_manipulation
96,space,2.077169810273167,0.27272792191811757,5,0.6022513965340651,0,0.023893733050353708,nominal,1.7354736613268527,0.5794264679621828,0.11885857965584407,0.739198152742966,spoofing
97,space,0.3728552884153753,0.33537638773038403,8,0.09012476627736632,0,0.0068375410557704255,lost,0.04378537028970846,0.06300380761461509,0.81951250204786,0.2585960725212817,benign
98,ground,1.010396853837704,0.3543994117541731,3,0.01671578930337169,0,0.008064036172328395,nominal,0.05233356958706439,0.056461585462320586,0.9759163709903058,0.2611735275138021,benign
99,space,0.8738232489368563,0.5734464598844426,3,0.054864586982091554,0,0.005525136147827252,nominal,0.05933226761055413,0.045894394516100424,0.8882144316501568,0.058682781913354506,benign
100,space,1.5940728673534919,0.6073487246024923,8,0.183907646666091,0,0.003959704726624549,nominal,0.07981757683790017,0.030897548413012944,0.8880646836736699,0.1845894075209406,benign
101,space,1.2117995327967306,0.6042590581191513,6,0.0006438763262683131,0,0.004177609792750997,degraded,0.1289816586606788,0.05651592633164333,0.815881316928606,0.2194489471021087,benign
102,space,1.1383545219524922,0.6464281126970233,5,0.005296525780671308,0,0.00314060794992732,nominal,0.18205233148644792,0.058947186043812216,0.8871010908796318,0.17317491923058392,benign
103,ground,1.7860726193474357,0.8532715642243278,0,0.26549791999650973,1,0.022596783544518707,degraded,1.496719504456049,0.477574484124243,0.5198319085508052,0.5293179212747992,spoofing
104,space,0.7029116256350212,0.7057365221392784,8,0.03955617971625892,0,0.009383048184484826,nominal,-0.008633477300701811,0.06694843354300843,0.9953600657021319,0.033216177997894704,benign
105,space,1.194121323892672,0.3607160414154793,10,0.006649088695063443,0,0.009727763228920858,nominal,0.08906896444206344,0.06659924346142744,0.8148481745976773,0.06790544830244578,benign
106,space,2.4471649653788203,1.2850922775920728,2,0.5073922500387689,0,0.045692099925586094,nominal,1.766448296604612,0.42662120262146364,0.4988241086314259,0.7593871049063263,spoofing
107,space,1.0180316957348137,0.27591546801767663,5,0.05555129767433929,0,0.003408156997898466,nominal,0.05520005965927491,0.03138237611613191,0.894579426562181,0.2951520938566313,benign
108,link,0.6287647071509759,0.23599549775585882,1,0.022521591009812672,0,0.0047249335500651355,nominal,0.09584472136856527,0.05164879505869007,0.8011011598320842,0.002299209794767598,benign
109,ground,0.2712242502675347,0.43802358527124974,2,0.024922156555304616,0,0.004385384885374355,degraded,0.10660683606679905,0.0766123407101918,0.975972535472232,0.17243386627932455,benign
110,ground,1.3790530992587358,0.48255688031687,7,0.11864950782488341,0,0.0016520393933785015,nominal,0.12098327612990348,0.04246009681665928,0.933058420395611,0.240106463707022,benign
111,space,11.151559565332906,6.521398497831922,5,0.17792751128984505,0,0.060651149679988324,nominal,2.3794693000609737,0.5058351004285477,0.0852822742760746,0.40702396643854244,uplink_jamming
112,ground,0.6276078966367364,0.4627755304495661,4,0.0289258064181126,0,0.009101346367821343,nominal,0.10405314353468285,0.03390018678139424,0.972348498983659,0.1770856628859479,benign
113,ground,1.748003606358589,0.5914459749655379,2,0.0012431541092613387,0,0.000988736176406354,nominal,-0.019586082885639677,0.0419156597605278,0.9523813640264831,0.2839933301980639,benign
114,link,1.0647056291377988,0.21746631636579455,5,0.14763240026528596,0,0.0007171188884765101,nominal,0.09770149960414275,0.027066705709581935,0.8055073439738931,0.15163653537313498,benign
115,link,0.9558185203973324,0.42599779402357446,3,0.23022360177686313,0,0.0016002493646319405,nominal,1.9463489279978856,0.5447716925810278,0.23130714284215337,0.6042322625527035,ground_segment_compromise
116,space,0.3659822252494235,0.5246658148781079,7,0.1080672143097231,0,0.002469074266675856,nominal,0.10831328229503667,0.056487999435758225,0.8414618006375116,0.23471649883802617,benign
117,link,2.642088909618838,1.588207381648314,3,0.40521079922014674,1,0.01805248431289733,nominal,2.884558350131643,0.46382369311631866,0.4765263975296432,0.5654605409508142,spoofing
118,link,1.1400606944847245,0.5754200787804373,20,0.35417226074335,0,0.009668148719462933,nominal,1.6731168306755901,0.28643257860213045,0.3463674175398787,0.9193462873747313,unauthorized_command
119,link,2.568874266829997,0.8035040218127745,3,0.6399406394289291,1,0.00806589342326277,nominal,1.6027869732656597,0.5722696009522619,0.45755783681650514,0.9575544388043375,ground_segment_compromise
120,ground,0.5688238134682777,0.4180078992294453,4,0.27040944979726855,0,0.0035871552541701344,nominal,0.13625478934239987,0.06032356574229917,0.9480952263907039,0.04285508619025158,benign
121,space,3.180583206608363,1.0435716150344996,4,0.482992436215449,1,0.03800137091088417,degraded,1.6420415746207335,0.5336160046276041,0.5052446624391476,0.5453387306947401,spoofing
122,link,0.19622006781551293,0.3474550442867571,7,0.04881389550495146,0,0.0023238432305604786,nominal,0.11386884689790959,-0.010390243116416502,0.9171729576907038,0.18743515883682074,benign
123,link,1.0919247723768475,0.6686745244314117,5,0.014806947422727465,0,0.008039585075525203,nominal,0.06869049838892168,0.05030757962744212,0.8552339115641799,0.21209294623671485,benign
124,link,1.2398937214920878,0.4652226716821664,9,0.14282510450179137,0,0.000827154615243535,nominal,0.11708644573702173,0.03315199034926407,0.8508462767497391,0.2626533679657848,benign
125,ground,1.2052379219472282,0.2889225965815025,5,0.02239807944005945,0,0.0010536492225085648,lost,0.029771787146517917,0.021670047298410655,0.8104710040374945,0.23027028855537546,benign
126,space,0.5844150570976676,0.7834087641895234,5,0.11112567906850339,0,0.008697631766817107,nominal,0.07062510925141285,0.043131778008240654,0.9158350510749445,0.025602400945297452,benign
127,space,1.9823475239844544,0.5081838350791442,2,0.025783078515814444,0,0.002675926767279715,nominal,0.089098206090089,-0.0027761700051979962,0.8808579494509738,0.15928130352362815,benign
128,space,1.0112329464060232,0.609423823035042,6,0.07314646557766191,1,0.006775422674589532,nominal,0.10961173820976156,0.06961706898274951,0.9035921055425158,0.10442867795048642,benign
129,ground,0.6288852399041828,0.7055355349602064,5,0.10186490162163601,0,0.006755800919502598,nominal,0.0690032906297552,0.09814755167862438,0.811943297794178,0.20149268446380894,benign
130,space,2.0632177944866044,0.5865953365455463,8,0.1430534472716811,0,0.006445911747423436,nominal,0.10303044178374665,0.07486366874428717,0.9077626018079238,0.018188677819940456,benign
131,link,8.202373623930196,3.9109198838521957,4,0.2557599984022974,0,0.1936901181585156,nominal,2.686424237338265,0.3576042847549855,0.02998741719580724,0.9061897984310943,uplink_jamming
132,space,0.8666738353827926,0.8233140988234833,6,0.14346424419777604,1,0.0010889331398103907,nominal,1.7137066680768407,0.5535141435455321,0.21302463387117496,0.8189866943365436,ground_segment_compromise
133,link,1.3796939696545785,0.7099968585142766,9,0.02521775995323603,0,0.007730890416974662,lost,0.10301609572664862,0.023534579537897903,0.9616550879111876,0.07614632344700846,benign
134,space,0.6019146476531276,0.5677987370618492,5,0.02341445169053438,0,0.0028888493890916567,nominal,0.1075202719088082,0.07383917712234234,0.8502002766524601,0.16922220865005533,benign
135,space,0.7038667345874423,0.5028546135672868,1,0.012096791922890041,0,0.002208527829630089,nominal,0.10529472265576172,0.06168825960944969,0.8873228379537532,0.17402665040083637,benign
136,link,0.891023973365677,0.27786956075006275,7,0.0192915291059142,0,0.009037575717751422,degraded,0.10431776577501854,0.06354319424131576,0.8920004791161598,0.028515913659807834,benign
137,ground,0.8173185046136344,0.7074094577479859,15,0.3082512530963271,0,0.01309301373731909,nominal,0.7208158083714489,0.426848659610367,0.1823655073530164,0.53824999727041,unauthorized_command
138,ground,0.4884022443408528,0.7213980825957005,7,0.02517581717136205,0,0.006406355928025865,nominal,0.13526826051142254,0.034977478861471095,0.9084942006925313,0.04488043485808576,benign
139,ground,0.5847777967217174,0.6045028210531516,3,0.035901845856308526,0,0.007806317174255572,nominal,0.05009696863427936,0.08991334979567929,0.8738561540431082,0.27987745877090164,benign
140,ground,2.5549592780026806,0.6632145686787696,12,0.39735169256046965,0,0.013891908545065708,degraded,1.3888940956635394,0.6058207046943908,0.33724367664154264,0.9682544002651114,unauthorized_command
141,ground,1.4687800611023825,0.01298726204543521,2,0.0729008926509933,0,0.009065722106721628,nominal,0.1065859944767158,0.03202278786082814,0.9002175760524395,0.21185795488900758,benign
142,ground,0.9096197551022198,0.11033054811454568,10,0.003389864249012835,0,0.001184923587684006,nominal,0.0908404327141439,0.023090303274955558,0.8325630099353728,0.05607433218253849,benign
143,space,1.3410297542884004,0.7499561402807213,4,0.039786276952267954,0,0.0033404996566876923,nominal,0.09220509110316663,0.039034254070187985,0.9888897165388607,0.19252031918956744,benign
144,ground,11.342961202013836,5.661422784083347,4,0.3292348140137838,0,0.14016540434364927,nominal,1.3311452880411005,0.5239330800397481,0.3493099380555538,0.5226643443697281,uplink_jamming
145,ground,0.9582810151048196,0.21007095606029397,5,0.1485188039398694,0,0.002685337560676073,nominal,0.08641724448369734,0.02400837526144805,0.803022136842895,0.28950461083634155,benign
146,link,1.4148662089395874,0.6712901360030318,1,0.006649883603410053,0,0.005257562195591349,nominal,0.035198818987430394,0.06014162517519098,0.9878114191934374,0.0020046387671663335,benign
147,link,3.1420558115939996,0.8497355676093761,8,0.5170571309248352,1,0.02542454051462592,nominal,2.1751708896141984,0.5297856094206022,0.4903513868200927,0.7076358365570656,spoofing
148,ground,1.7841198794598256,0.7580736244389341,5,0.016781528607082215,0,0.002420220799808772,nominal,0.05647414470761555,0.0841002829441406,0.9213463449434873,0.20186150057942392,benign
149,ground,0.8495983438915355,0.5999370220605867,6,0.020799482398298527,0,0.009327105081327614,degraded,0.014110295209586954,0.05569737286980835,0.8736897839833158,0.2686038267459508,benign
150,ground,7.322788400553502,5.692918623031611,5,0.38543892301234367,0,0.15581912454252295,nominal,1.9930811269528814,0.4310272225935826,0.5562663773150563,0.4632359308646832,uplink_jamming
151,link,3.7372913165470525,0.9524149968846035,8,0.1896604871017524,0,0.014475224661964953,nominal,1.7536252236100238,0.5569414266901035,0.4855946389711574,0.8718146398368889,spoofing
152,space,9.540400738849613,4.148593565739686,9,0.10425571292167236,1,0.1330056784624658,nominal,2.4879083596723546,0.5918454443942414,0.30896000994795564,0.49681768063323023,uplink_jamming
153,space,1.2863040539570498,0.5697380903514492,4,0.01110233315101175,0,0.001214953910877654,nominal,0.05504444507863864,0.055170438294392464,0.8829471653934943,0.22615952215107749,benign
154,ground,1.0191167176081188,0.32634145362472666,14,0.46722314148842603,1,0.01000225504153254,nominal,2.0428435807016796,0.4104653677636976,0.41524418821462133,0.5237512683016916,unauthorized_command
